courseName,courseLetter,courseNumber,Item,ItemType,,CourseName,CourseLetter,CourseNumber
ARH 105,ARH,105,"Data Science, BS checksheet",Program,,COM 410,COM,410
ARH 105,ARH,105,"Dental Hygiene, BS checksheet",Program,,COM 475,COM,475
ARH 105,ARH,105,ENG 214W,Prereq,,COM 480,COM,480
ARH 105,ARH,105,"Information & Library Science, AS checksheet",Program,,COM 580,COM,580
ARH 105,ARH,105,"Information & Library Science, BS checksheet",Program,,CYB 501,CYB,501
ARH 105,ARH,105,"Interdisciplinary Studies, BA checksheet",Program,,CYB 515,CYB,515
ARH 105,ARH,105,"Justice Studies, AS checksheet",Program,,CYB 520,CYB,520
ARH 105,ARH,105,"Justice Studies, BS checksheet",Program,,CYB 524,CYB,524
ARH 105,ARH,105,"Liberal Studies, AA checksheet",Program,,CYB 530,CYB,530
ARH 105,ARH,105,"Liberal Studies, BA checksheet",Program,,CYB 551,CYB,551
ARH 105,ARH,105,"Management, BSBA checksheet",Program,,CYB 563,CYB,563
ARH 105,ARH,105,"Mental Health & Human Services, BS checksheet",Program,,CYB 570,CYB,570
ARH 105,ARH,105,"Nursing (4-Year), BSN checksheet",Program,,CYB 576,CYB,576
ARH 105,ARH,105,"Nursing (RN-BSN Completion), BSN checksheet",Program,,CYB 582,CYB,582
ARH 105,ARH,105,"Public Administration 2+2, BS checksheet",Program,,CYB 583,CYB,583
ARH 105,ARH,105,"Public Administration, AS checksheet",Program,,CYB 584,CYB,584
ARH 105,ARH,105,"Public Administration, BS checksheet",Program,,CYB 591,CYB,591
ARH 105,ARH,105,"Secondary Education, BS checksheet",Program,,CYB 592,CYB,592
ARH 105,ARH,105,"Social Science, AA checksheet",Program,,CYB 698,CYB,698
ARH 105,ARH,105,"Social Science, BA checksheet",Program,,DEA 102,DEA,102
ARH 105,ARH,105,"Veterinary Technology, BS checksheet",Program,,DEA 103,DEA,103
ARH 106,ARH,106,ARC 212,Prereq,,DEA 152,DEA,152
ARH 106,ARH,106,ARC 312,Prereq,,DEA 154,DEA,154
ARH 106,ARH,106,ARC 431,Prereq,,DEA 200,DEA,200
ARH 106,ARH,106,ARC 441,Prereq,,DEA 201,DEA,201
ARH 106,ARH,106,ARC 509,Prereq,,DEA 213,DEA,213
ARH 106,ARH,106,ARH 214W,Prereq,,DEA 250,DEA,250
ARH 106,ARH,106,ARH 274,Prereq,,DEA 253,DEA,253
ARH 106,ARH,106,ARH 294,Prereq,,DEA 370,DEA,370
ARH 106,ARH,106,ARH 375,Prereq,,DEA 371L,DEA,371L
ARH 106,ARH,106,ARH 389,Prereq,,DEA 372,DEA,372
ARH 106,ARH,106,"Accounting, BSBA checksheet",Program,,DEA 381,DEA,381
ARH 106,ARH,106,"Applied Science, AAS checksheet",Program,,DEH 200,DEH,200
ARH 106,ARH,106,"Applied Science, BAS checksheet",Program,,DEH 201,DEH,201
ARH 106,ARH,106,"Architecture, B.Arch checksheet",Program,,DEH 202,DEH,202
ARH 106,ARH,106,"Art, BA checksheet",Program,,DEH 203,DEH,203
ARH 106,ARH,106,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,DEH 204,DEH,204
ARH 106,ARH,106,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,DEH 225,DEH,225
ARH 106,ARH,106,"Biology, BA (Pre-Med Track) checksheet",Program,,DEH 250,DEH,250
ARH 106,ARH,106,"Biology, BA checksheet",Program,,DEH 251,DEH,251
ARH 106,ARH,106,"Business Administration, AS checksheet",Program,,DEH 252,DEH,252
ARH 106,ARH,106,"Computer Information Systems, AS checksheet",Program,,DEH 254,DEH,254
ARH 106,ARH,106,"Computer Information Systems, BS checksheet",Program,,DEH 255,DEH,255
ARH 106,ARH,106,"Cybersecurity, AS checksheet",Program,,DEH 300,DEH,300
ARH 106,ARH,106,"Cybersecurity, BS checksheet",Program,,DEH 301,DEH,301
ARH 106,ARH,106,"Data Science, BS checksheet",Program,,DEH 302,DEH,302
ARH 106,ARH,106,"Dental Hygiene, BS checksheet",Program,,DEH 303,DEH,303
ARH 106,ARH,106,ENG 214W,Prereq,,DEH 304,DEH,304
ARH 106,ARH,106,"Information & Library Science, AS checksheet",Program,,DEH 305,DEH,305
ARH 106,ARH,106,"Information & Library Science, BS checksheet",Program,,DEH 350,DEH,350
ARH 106,ARH,106,"Interdisciplinary Studies, BA checksheet",Program,,DEH 351,DEH,351
ARH 106,ARH,106,"Justice Studies, AS checksheet",Program,,DEH 352,DEH,352
ARH 106,ARH,106,"Justice Studies, BS checksheet",Program,,DEH 353,DEH,353
ARH 106,ARH,106,"Liberal Studies, AA checksheet",Program,,DEH 354,DEH,354
ARH 106,ARH,106,"Liberal Studies, BA checksheet",Program,,DEH 400,DEH,400
ARH 106,ARH,106,"Management, BSBA checksheet",Program,,DEH 449,DEH,449
ARH 106,ARH,106,"Mental Health & Human Services, BS checksheet",Program,,DEH 489,DEH,489
ARH 106,ARH,106,"Nursing (4-Year), BSN checksheet",Program,,DEH 494,DEH,494
ARH 106,ARH,106,"Nursing (RN-BSN Completion), BSN checksheet",Program,,DRA 101,DRA,101
ARH 106,ARH,106,"Public Administration 2+2, BS checksheet",Program,,DRA 106,DRA,106
ARH 106,ARH,106,"Public Administration, AS checksheet",Program,,DRA 251,DRA,251
ARH 106,ARH,106,"Public Administration, BS checksheet",Program,,DRA 265,DRA,265
ARH 106,ARH,106,"Secondary Education, BS checksheet",Program,,DRA 280,DRA,280
ARH 106,ARH,106,"Social Science, AA checksheet",Program,,DRA 294,DRA,294
ARH 106,ARH,106,"Social Science, BA checksheet",Program,,DRA 309,DRA,309
ARH 106,ARH,106,"Veterinary Technology, BS checksheet",Program,,DRA 315,DRA,315
ARH 205,ARH,205,Photography Minor checksheet,Program,,DRA 355,DRA,355
ARH 214W,ARH,214W,"Art, BA checksheet",Program,,DRA 389,DRA,389
ARH 214W,ARH,214W,ENG 214W,CrossList,,DRA 394,DRA,394
ARH 274,ARH,274,"Art, BA checksheet",Program,,DRA 494,DRA,494
ARH 312,ARH,312,ARC 312,CrossList,,DSC 100,DSC,100
ARH 312,ARH,312,ARC 431,Prereq,,DSC 225,DSC,225
ARH 312,ARH,312,ARC 509,Prereq,,DSC 255,DSC,255
ARH 312,ARH,312,ARC 510,Prereq,,DSC 289,DSC,289
ARH 312,ARH,312,"Architecture, B.Arch checksheet",Program,,DSC 325,DSC,325
ARH 375,ARH,375,"Art, BA checksheet",Program,,DSC 352,DSC,352
ART 100,ART,100,Art Minor checksheet,Program,,DSC 355,DSC,355
ART 109,ART,109,Art Minor checksheet,Program,,DSC 360,DSC,360
ART 112,ART,112,ART 209,Prereq,,DSC 370,DSC,370
ART 112,ART,112,ART 210,Prereq,,DSC 389,DSC,389
ART 112,ART,112,ART 251,Prereq,,DSC 425,DSC,425
ART 112,ART,112,ART 415,Prereq,,DSC 449,DSC,449
ART 112,ART,112,"Art, BA checksheet",Program,,DSC 450,DSC,450
ART 113,ART,113,ART 219,Prereq,,DSC 454,DSC,454
ART 113,ART,113,ART 229,Prereq,,DSC 489,DSC,489
ART 113,ART,113,ART 251,Prereq,,DSC 550,DSC,550
ART 113,ART,113,"Art, BA checksheet",Program,,DSC 552,DSC,552
ART 115,ART,115,ARC 441,Prereq,,DSC 561,DSC,561
ART 115,ART,115,ART 209,Prereq,,DSC 589,DSC,589
ART 115,ART,115,ART 210,Prereq,,ECO 100,ECO,100
ART 115,ART,115,ART 215,Prereq,,ECO 201,ECO,201
ART 115,ART,115,ART 221,Prereq,,ECO 202,ECO,202
ART 115,ART,115,ART 315,Prereq,,ECO 289,ECO,289
ART 115,ART,115,"Architecture, B.Arch checksheet",Program,,ECO 489,ECO,489
ART 115,ART,115,"Art, BA checksheet",Program,,EDU 100,EDU,100
ART 140,ART,140,ART 302,Prereq,,EDU 160,EDU,160
ART 140,ART,140,ART 310,Prereq,,EDU 195,EDU,195
ART 140,ART,140,Photography Minor checksheet,Program,,EDU 200W,EDU,200W
ART 202,ART,202,ART 302,Prereq,,EDU 210W,EDU,210W
ART 202,ART,202,"Art, BA checksheet",Program,,EDU 215,EDU,215
ART 203,ART,203,"Art, BA checksheet",Program,,EDU 216,EDU,216
ART 209,ART,209,ART 309,Prereq,,EDU 217,EDU,217
ART 210,ART,210,ART 309,Prereq,,EDU 250,EDU,250
ART 210,ART,210,"Art, BA checksheet",Program,,EDU 251,EDU,251
ART 215,ART,215,ART 315,Prereq,,EDU 261,EDU,261
ART 215,ART,215,ART 415,Prereq,,EDU 262,EDU,262
ART 215,ART,215,"Art, BA checksheet",Program,,EDU 263,EDU,263
ART 219,ART,219,ART 319,Prereq,,EDU 289,EDU,289
ART 219,ART,219,ART 419,Prereq,,EDU 295,EDU,295
ART 219,ART,219,"Art, BA checksheet",Program,,EDU 300W,EDU,300W
ART 221,ART,221,ART 321,Prereq,,EDU 324,EDU,324
ART 221,ART,221,ART 421,Prereq,,EDU 325,EDU,325
ART 221,ART,221,"Art, BA checksheet",Program,,EDU 326,EDU,326
ART 229,ART,229,"Art, BA checksheet",Program,,EDU 327,EDU,327
ART 251,ART,251,ART 351,Prereq,,EDU 328,EDU,328
ART 251,ART,251,"Art, BA checksheet",Program,,EDU 329,EDU,329
ART 289,ART,289,"Art, BA checksheet",Program,,EDU 330W,EDU,330W
ART 302,ART,302,Photography Minor checksheet,Program,,EDU 331,EDU,331
ART 309,ART,309,ART 409,Prereq,,EDU 340,EDU,340
ART 315,ART,315,"Art, BA checksheet",Program,,EDU 341W,EDU,341W
ART 319,ART,319,ART 419,Prereq,,EDU 345W,EDU,345W
ART 321,ART,321,ART 421,Prereq,,EDU 350,EDU,350
ART 330,ART,330,ENG 330,CrossList,,EDU 351W,EDU,351W
ART 330,ART,330,English Minor checksheet,Program,,EDU 352,EDU,352
ART 330,ART,330,"English, BA checksheet",Program,,EDU 361,EDU,361
ART 330,ART,330,INT 330,CrossList,,EDU 362,EDU,362
ART 351,ART,351,ART 451,Prereq,,EDU 363,EDU,363
ART 420,ART,420,ART 430,Prereq,,EDU 366W,EDU,366W
ART 420,ART,420,"Art, BA checksheet",Program,,EDU 370,EDU,370
ART 430,ART,430,"Art, BA checksheet",Program,,EDU 371,EDU,371
ART 489,ART,489,"Art, BA checksheet",Program,,EDU 375,EDU,375
ART 550,ART,550,ART 610,Coreq,,EDU 379,EDU,379
ART 550,ART,550,"Data Visualization, Graduate Certificate checksheet",Program,,EDU 380,EDU,380
ART 610,ART,610,"Data Visualization, Graduate Certificate checksheet",Program,,EDU 381,EDU,381
ASL 101,ASL,101,ASL 102,Prereq,,EDU 385W,EDU,385W
AVI 110,AVI,110,UAS 110,CrossList,,EDU 387,EDU,387
AVI 120,AVI,120,AVI 460,Prereq,,EDU 389,EDU,389
AVI 120,AVI,120,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,EDU 390W,EDU,390W
AVI 120,AVI,120,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,EDU 392,EDU,392
AVI 120,AVI,120,HTY 120,CrossList,,EDU 395,EDU,395
AVI 141,AVI,141,AVI 380,Prereq,,EDU 396,EDU,396
AVI 141,AVI,141,Advanced Aviation Certificate checksheet,Program,,EDU 399,EDU,399
AVI 141,AVI,141,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,EDU 400,EDU,400
AVI 141,AVI,141,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,EDU 401W,EDU,401W
AVI 142,AVI,142,AVI 241,Prereq,,EDU 489,EDU,489
AVI 142,AVI,142,AVI 342A,Prereq,,EDU 490,EDU,490
AVI 142,AVI,142,AVI 380,Prereq,,EDU 491,EDU,491
AVI 142,AVI,142,AVI 389,Prereq,,EDU 492,EDU,492
AVI 142,AVI,142,AVI 394,Prereq,,EDU 493,EDU,493
AVI 142,AVI,142,Advanced Aviation Certificate checksheet,Program,,EDU 495A,EDU,495A
AVI 142,AVI,142,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,EDU 495B,EDU,495B
AVI 142,AVI,142,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,EDU 496,EDU,496
AVI 145,AVI,145,Advanced Aviation Certificate checksheet,Program,,ENG 100,ENG,100
AVI 145,AVI,145,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,ENG 101,ENG,101
AVI 145,AVI,145,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,ENG 102W,ENG,102W
AVI 150,AVI,150,AVI 151,Prereq,,ENG 111W,ENG,111W
AVI 150,AVI,150,Advanced Aviation Certificate checksheet,Program,,ENG 185W,ENG,185W
AVI 150,AVI,150,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,ENG 202W,ENG,202W
AVI 150,AVI,150,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,ENG 203W,ENG,203W
AVI 151,AVI,151,Advanced Aviation Certificate checksheet,Program,,ENG 210W,ENG,210W
AVI 151,AVI,151,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,ENG 214W,ENG,214W
AVI 151,AVI,151,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,ENG 250W,ENG,250W
AVI 241,AVI,241,Advanced Aviation Certificate checksheet,Program,,ENG 251W,ENG,251W
AVI 241,AVI,241,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,ENG 289,ENG,289
AVI 241,AVI,241,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,ENG 294,ENG,294
AVI 242,AVI,242,AVI 341,Prereq,,ENG 300W,ENG,300W
AVI 242,AVI,242,Advanced Aviation Certificate checksheet,Program,,ENG 301W,ENG,301W
AVI 242,AVI,242,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,ENG 303,ENG,303
AVI 242,AVI,242,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,ENG 305W,ENG,305W
AVI 320,AVI,320,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,ENG 310W,ENG,310W
AVI 320,AVI,320,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,ENG 311W,ENG,311W
AVI 341,AVI,341,AVI 343A,Prereq,,ENG 313W,ENG,313W
AVI 341,AVI,341,AVI 343B,Prereq,,ENG 315,ENG,315
AVI 341,AVI,341,Advanced Aviation Certificate checksheet,Program,,ENG 316,ENG,316
AVI 341,AVI,341,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,ENG 317W,ENG,317W
AVI 341,AVI,341,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,ENG 318,ENG,318
AVI 342A,AVI,342A,AVI 342B,Prereq,,ENG 319W,ENG,319W
AVI 342A,AVI,342A,Advanced Aviation Certificate checksheet,Program,,ENG 320W,ENG,320W
AVI 342A,AVI,342A,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,ENG 321W,ENG,321W
AVI 342A,AVI,342A,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,ENG 325W,ENG,325W
AVI 342B,AVI,342B,AVI 343A,Prereq,,ENG 330,ENG,330
AVI 342B,AVI,342B,Advanced Aviation Certificate checksheet,Program,,ENG 331W,ENG,331W
AVI 342B,AVI,342B,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,ENG 335W,ENG,335W
AVI 342B,AVI,342B,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,ENG 336W,ENG,336W
AVI 343A,AVI,343A,AVI 343B,Prereq,,ENG 337,ENG,337
AVI 343A,AVI,343A,AVI 441,Prereq,,ENG 340,ENG,340
AVI 343A,AVI,343A,Advanced Aviation Certificate checksheet,Program,,ENG 341W,ENG,341W
AVI 343A,AVI,343A,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,ENG 347W,ENG,347W
AVI 343A,AVI,343A,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,ENG 348W,ENG,348W
AVI 343B,AVI,343B,AVI 441,Prereq,,ENG 350W,ENG,350W
AVI 343B,AVI,343B,Advanced Aviation Certificate checksheet,Program,,ENG 351W,ENG,351W
AVI 343B,AVI,343B,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,ENG 352,ENG,352
AVI 380,AVI,380,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,ENG 353W,ENG,353W
AVI 380,AVI,380,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,ENG 355,ENG,355
AVI 420,AVI,420,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,ENG 357W,ENG,357W
AVI 420,AVI,420,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,ENG 360W,ENG,360W
AVI 441,AVI,441,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,ENG 366W,ENG,366W
AVI 442,AVI,442,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,ENG 370W,ENG,370W
AVI 442,AVI,442,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,ENG 375,ENG,375
AVI 450,AVI,450,Advanced Aviation Certificate checksheet,Program,,ENG 376W,ENG,376W
AVI 450,AVI,450,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,ENG 380,ENG,380
AVI 450,AVI,450,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,ENG 389,ENG,389
AVI 460,AVI,460,Advanced Aviation Certificate checksheet,Program,,ENG 390W,ENG,390W
AVI 460,AVI,460,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,ENG 394,ENG,394
AVI 460,AVI,460,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,ENG 450W,ENG,450W
AVI 460,AVI,460,Management Emphasis checksheet,Program,,ENG 452W,ENG,452W
AVT 101,AVT,101,AVT 201,Prereq,,ENG 458W,ENG,458W
AVT 101,AVT,101,AVT 202,Prereq,,ENG 461W,ENG,461W
AVT 101,AVT,101,Aircraft Maintenance Training School (AMTS) Certificatre checksheet,Program,,ENG 470W,ENG,470W
AVT 102,AVT,102,AVT 201,Prereq,,ENG 475W,ENG,475W
AVT 102,AVT,102,AVT 202,Prereq,,ENG 486,ENG,486
AVT 102,AVT,102,Aircraft Maintenance Training School (AMTS) Certificatre checksheet,Program,,ENG 489,ENG,489
AVT 104,AVT,104,AVT 201,Prereq,,ENG 494,ENG,494
AVT 104,AVT,104,AVT 202,Prereq,,ENG 496,ENG,496
AVT 104,AVT,104,Aircraft Maintenance Training School (AMTS) Certificatre checksheet,Program,,ENG 499W,ENG,499W
AVT 201,AVT,201,AVT 204,Prereq,,FRE 101,FRE,101
AVT 201,AVT,201,AVT 301,Prereq,,FRE 102,FRE,102
AVT 201,AVT,201,AVT 302,Prereq,,FRE 103,FRE,103
AVT 201,AVT,201,AVT 303,Prereq,,FRE 201,FRE,201
AVT 201,AVT,201,AVT 304,Prereq,,FRE 202,FRE,202
AVT 201,AVT,201,AVT 305,Prereq,,FRE 203,FRE,203
AVT 201,AVT,201,Aircraft Maintenance Training School (AMTS) Certificatre checksheet,Program,,FRE 204,FRE,204
AVT 202,AVT,202,AVT 203,Prereq,,FRE 294,FRE,294
AVT 202,AVT,202,AVT 204,Prereq,,FRE 305,FRE,305
AVT 202,AVT,202,AVT 301,Prereq,,FRE 306,FRE,306
AVT 202,AVT,202,AVT 302,Prereq,,FRE 309,FRE,309
AVT 202,AVT,202,AVT 303,Prereq,,FRE 340,FRE,340
AVT 202,AVT,202,AVT 304,Prereq,,FRE 350W,FRE,350W
AVT 202,AVT,202,AVT 305,Prereq,,FRE 394,FRE,394
AVT 202,AVT,202,Aircraft Maintenance Training School (AMTS) Certificatre checksheet,Program,,FRE 494,FRE,494
AVT 203,AVT,203,AVT 204,Prereq,,GEO 101,GEO,101
AVT 203,AVT,203,AVT 301,Prereq,,GEO 531,GEO,531
AVT 203,AVT,203,AVT 302,Prereq,,GEY 101,GEY,101
AVT 203,AVT,203,AVT 303,Prereq,,GEY 289,GEY,289
AVT 203,AVT,203,AVT 304,Prereq,,HGH 301,HGH,301
AVT 203,AVT,203,AVT 305,Prereq,,HGH 325,HGH,325
AVT 203,AVT,203,Aircraft Maintenance Training School (AMTS) Certificatre checksheet,Program,,HGH 367,HGH,367
AVT 204,AVT,204,AVT 301,Prereq,,HON 188,HON,188
AVT 204,AVT,204,AVT 302,Prereq,,HON 208,HON,208
AVT 204,AVT,204,AVT 303,Prereq,,HON 294,HON,294
AVT 204,AVT,204,AVT 304,Prereq,,HON 308,HON,308
AVT 204,AVT,204,AVT 305,Prereq,,HON 394,HON,394
AVT 204,AVT,204,Aircraft Maintenance Training School (AMTS) Certificatre checksheet,Program,,HON 494,HON,494
AVT 301,AVT,301,AVT 306,Prereq,,HTY 103,HTY,103
AVT 301,AVT,301,Aircraft Maintenance Training School (AMTS) Certificatre checksheet,Program,,HTY 104,HTY,104
AVT 302,AVT,302,AVT 306,Prereq,,HTY 105,HTY,105
AVT 302,AVT,302,Aircraft Maintenance Training School (AMTS) Certificatre checksheet,Program,,HTY 106,HTY,106
AVT 303,AVT,303,AVT 306,Prereq,,HTY 120,HTY,120
AVT 303,AVT,303,Aircraft Maintenance Training School (AMTS) Certificatre checksheet,Program,,HTY 207,HTY,207
AVT 304,AVT,304,AVT 306,Prereq,,HTY 289,HTY,289
AVT 304,AVT,304,Aircraft Maintenance Training School (AMTS) Certificatre checksheet,Program,,HTY 294,HTY,294
AVT 305,AVT,305,AVT 306,Prereq,,HTY 304,HTY,304
AVT 305,AVT,305,Aircraft Maintenance Training School (AMTS) Certificatre checksheet,Program,,HTY 310,HTY,310
AVT 306,AVT,306,Aircraft Maintenance Training School (AMTS) Certificatre checksheet,Program,,HTY 321,HTY,321
BIO 100,BIO,100,BIO 202,Prereq,,HTY 325,HTY,325
BIO 100,BIO,100,BIO 215,Prereq,,HTY 330W,HTY,330W
BIO 100,BIO,100,DEA 102,Prereq,,HTY 335,HTY,335
BIO 100,BIO,100,DEA 103,Prereq,,HTY 340,HTY,340
BIO 100,BIO,100,DEA 200,Prereq,,HTY 341,HTY,341
BIO 100,BIO,100,DEA 201,Prereq,,HTY 350,HTY,350
BIO 100,BIO,100,Dental Assisting Certificate checksheet,Program,,HTY 359,HTY,359
BIO 100,BIO,100,"Dental Assisting, AS checksheet",Program,,HTY 365,HTY,365
BIO 100,BIO,100,"Dental Hygiene, AS checksheet",Program,,HTY 389,HTY,389
BIO 100,BIO,100,"Dental Hygiene, BS checksheet",Program,,HTY 394,HTY,394
BIO 100,BIO,100,PSY 202,Prereq,,HTY 476,HTY,476
BIO 104,BIO,104,BIO 204,Prereq,,HTY 489,HTY,489
BIO 104,BIO,104,"Nursing (4-Year), BSN checksheet",Program,,HTY 494,HTY,494
BIO 104,BIO,104,"Nursing (RN-BSN Completion), BSN checksheet",Program,,HUM 289,HUM,289
BIO 104,BIO,104,SSC 204,Prereq,,HUM 308,HUM,308
BIO 104,BIO,104,Teaching Assistant II Certificate checksheet,Program,,HUM 309,HUM,309
BIO 110,BIO,110,BIO 111,Prereq,,HUM 330,HUM,330
BIO 110,BIO,110,BIO 210,Prereq,,HUM 350W,HUM,350W
BIO 110,BIO,110,BIO 215,Prereq,,HUM 380,HUM,380
BIO 110,BIO,110,BIO 304,Prereq,,HUM 389,HUM,389
BIO 110,BIO,110,BIO 310,Prereq,,HUM 489,HUM,489
BIO 110,BIO,110,BIO 311,Prereq,,HUS 101,HUS,101
BIO 110,BIO,110,BIO 320,Prereq,,HUS 125,HUS,125
BIO 110,BIO,110,BIO 321,Prereq,,HUS 130,HUS,130
BIO 110,BIO,110,BIO 324,Prereq,,HUS 134,HUS,134
BIO 110,BIO,110,"Biology MLT 2+2, BA checksheet",Program,,HUS 160,HUS,160
BIO 110,BIO,110,Biology Minor checksheet,Program,,HUS 201,HUS,201
BIO 110,BIO,110,"Biology, BA (Pre-Med Track) checksheet",Program,,HUS 212,HUS,212
BIO 110,BIO,110,"Biology, BA checksheet",Program,,HUS 215,HUS,215
BIO 110,BIO,110,"Community Policing, AS checksheet",Program,,HUS 218,HUS,218
BIO 110,BIO,110,DEA 102,Prereq,,HUS 220,HUS,220
BIO 110,BIO,110,DEA 201,Prereq,,HUS 221,HUS,221
BIO 110,BIO,110,Dental Assisting Certificate checksheet,Program,,HUS 222,HUS,222
BIO 110,BIO,110,"Dental Assisting, AS checksheet",Program,,HUS 223,HUS,223
BIO 110,BIO,110,"Dental Hygiene, AS checksheet",Program,,HUS 224,HUS,224
BIO 110,BIO,110,"Dental Hygiene, BS checksheet",Program,,HUS 229,HUS,229
BIO 110,BIO,110,Forensic Science Certificate checksheet,Program,,HUS 230,HUS,230
BIO 110,BIO,110,"Medical Laboratory Technology, AS checksheet",Program,,HUS 232,HUS,232
BIO 110,BIO,110,NUR 220,Prereq,,HUS 233,HUS,233
BIO 110,BIO,110,NUR 224,Prereq,,HUS 236,HUS,236
BIO 110,BIO,110,"Nursing (4-Year), BSN checksheet",Program,,HUS 240,HUS,240
BIO 110,BIO,110,"Nursing (RN-BSN Completion), BSN checksheet",Program,,HUS 262,HUS,262
BIO 110,BIO,110,"Secondary Education, BS checksheet",Program,,HUS 263,HUS,263
BIO 110,BIO,110,"Veterinary Technology, AS checksheet",Program,,HUS 270,HUS,270
BIO 110,BIO,110,"Veterinary Technology, BS checksheet",Program,,HUS 279,HUS,279
BIO 111,BIO,111,"Biology MLT 2+2, BA checksheet",Program,,HUS 289,HUS,289
BIO 111,BIO,111,"Biology, BA (Pre-Med Track) checksheet",Program,,HUS 298,HUS,298
BIO 111,BIO,111,"Biology, BA checksheet",Program,,HUS 304,HUS,304
BIO 111,BIO,111,"Secondary Education, BS checksheet",Program,,HUS 305,HUS,305
BIO 115,BIO,115,BIO 116,Prereq,,HUS 306,HUS,306
BIO 115,BIO,115,VTE 115,Prereq,,HUS 308,HUS,308
BIO 115,BIO,115,"Veterinary Technology, AS checksheet",Program,,HUS 309,HUS,309
BIO 115,BIO,115,"Veterinary Technology, BS checksheet",Program,,HUS 316,HUS,316
BIO 116,BIO,116,VTE 200,Prereq,,HUS 318,HUS,318
BIO 116,BIO,116,VTE 210,Prereq,,HUS 323,HUS,323
BIO 116,BIO,116,VTE 223,Prereq,,HUS 326,HUS,326
BIO 116,BIO,116,VTE 316,Prereq,,HUS 328,HUS,328
BIO 116,BIO,116,VTE 319,Prereq,,HUS 330,HUS,330
BIO 116,BIO,116,"Veterinary Technology, AS checksheet",Program,,HUS 331,HUS,331
BIO 116,BIO,116,"Veterinary Technology, BS checksheet",Program,,HUS 332,HUS,332
BIO 202,BIO,202,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,HUS 335,HUS,335
BIO 202,BIO,202,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,HUS 342,HUS,342
BIO 202,BIO,202,PSY 202,CrossList,,HUS 345,HUS,345
BIO 204,BIO,204,SSC 204,CrossList,,HUS 346,HUS,346
BIO 210,BIO,210,BIO 304,Prereq,,HUS 349,HUS,349
BIO 210,BIO,210,BIO 321,Prereq,,HUS 350,HUS,350
BIO 210,BIO,210,BIO 324,Prereq,,HUS 352,HUS,352
BIO 210,BIO,210,BIO 340,Prereq,,HUS 354,HUS,354
BIO 210,BIO,210,BIO 345,Prereq,,HUS 364,HUS,364
